Group,Sub-group,Brand,Products,P/M,Logo,Comment,Updated,Barcode,Guideline-Product
Confectionery,Chewy / Health Bars,Mrs May’s,All Natural Cashew Crunch,P,KSA,A variety available at Huckleberry - must have hechsher,NO DATE,,Product
Confectionery,Chewy / Health Bars,Nature’s Path,Environkidz Organic Crispy Rice Bar – Berry,D,VHW,,NO DATE,,Product
Confectionery,Chewy / Health Bars,Nature’s Path,Environkidz Organic Crispy Rice Bar – Chocolate,D,VHW,,NO DATE,,Product
Confectionery,Chewy / Health Bars,Optimum,Energy Bars – various flavours,D,KK,,NO DATE,,Product
Confectionery,Chewy / Health Bars,Sally Williams(S Africa),Soft Nougat - At local supermkts,P,OU,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Alpha,Gift Boxes – all varieties,P,NKA,Products listed below must be ‘Made in Australia’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Alpha,Cooking Chocolate – all varieties,P,NKA,Products listed below must be ‘Made in Australia’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Alpha,Chocolate Coated Nuts,P,NKA,Products listed below must be ‘Made in Australia’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Alpha,Chocolate Chips,P,NKA,Products listed below must be ‘Made in Australia’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Alpha,Chocolates – all varieties – supermarkets,P,NKA,Products listed below must be ‘Made in Australia’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cachet (Belgium),A variety of chocolates – some supermarkets – must have hechsher .,D,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Fruit & Nut Chunky Bar,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Fruit & Nut Treat Size,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Fredddo – Strawberry,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Freddo – Peppermint,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Freddo Milky White – NOT KOSHER,NK,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Freddo – Milky Top,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Furry Friends,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Freddo – Giant (also Kosher in Treat Pack),D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Freddo – Milk,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Hazelnut Chunky Bar,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Top Deck Chunky Bar,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Hazelnut Whirls,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Flake Share Pack  - NOT KOSHER,NK,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Top Deck Treat Size,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Turkish Delight,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Hazelnut Treat Size,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Time Out - NOT KOSHER,NK,NKA,Must state ‘Made in Australia ’.,1/5/2000,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Scorched Almonds,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Tempo – Product of Sth Africa ONLY,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Peppermint - NOT KOSHER,NK,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Roses - NOT KOSHER,NK,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Flake,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Cooking Chocolate – Milk,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Dairy Milk Macadamia Bar,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK – Fruit & Nut Milk Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK – Hazelnut Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK – Old Gold Dark Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK – Old Gold Old Jamaica Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK – Dairy Milk Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK - Brazil-Nut Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK - Cashew Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Astros - Product of Sth Africa ONLY,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLACK FOREST - NOT KOSHER,NK,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Dairy Milk Rolls,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK – Old Gold Roast Almond Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK – Top Deck Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Dairy Milk,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Dairy Milk Chunky Bar,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Dairy Milk Treat Size,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK – Roast Almond Chocolate,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Crunchie Treat Size - NOT KOSHER,NK,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Twirl,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Crunchie Bar,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),BLOCK – Turkish Delight,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Cooking Chocolate – Dark,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury (Aust),Twirl Treat Size,D,NKA,Must state ‘Made in Australia ’.,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadbury(S Africa),Tempo Chocolate Bar,D,J,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadburys(UK),Chocolate Buttons,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Cadburys(UK),Crème Eggs,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Ferrero (Italy),Rocher,D,NKA,Products listed below must be ‘Made in Italy ’ only .,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Ferrero (Italy),Kinder Surprise Egg,D,NKA,Products listed below must be ‘Made in Italy ’ only .,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Ferrero (Italy),Kinder Chocolate Bar,D,NKA,Products listed below must be ‘Made in Italy ’ only .,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Fry (Aust),Turkish Delight Share Packs,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Fry (Aust),Turkish Delight Chocolate Blocks,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Fry (Aust),Turkish Delight,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Green & Black’s-(Italy),White,D,L,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Green & Black’s-(Italy),Dark Chocolate,P,L,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Green & Black’s-(Italy),Milk Chocolate,D,L,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Guylian (Belgium),A wide range available. must have hechsher.,D,OK,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Hersheys (USA),Only products with OU acceptable – check Labels,D,OU,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Twix Miniatures,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Snickers The Lot,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Twix,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Snickers,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Pods Snickers,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Pods Mars,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Twix Triple Choc,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Bounty Miniatures,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Snickers Miniatures,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Mars Miniatures,D,,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Milky Way Miniatures,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Mars Miniatures,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Milky Way – Strawberry,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Milky Way – Chocolate Whip,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Pods Twix,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Mars Red,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),M & M’s Crispy,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),M & M’s Minis,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Bounty – Coconut Milk,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Mars Rocks,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Bounty – Coconut Dark,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),M & M’s Mix-Ups,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),M & M’s Milk Chocolates,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),M & M’s Snap ‘n’ Share,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Mars Bar,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),M & M’s Peanuts,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Maltesers Dark,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Mars (Aust),Maltesers,D,KA,All varieties of Mars chocolates listed below are kosher in all sizes.  – must say ‘Product of Australia ’,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Double Blend Milk Chocolate (inc. Fun Pack),D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Kit Kat- ‘Product of Australia ’ is NOT KOSHER - Product of Sth Africa or UK ONLY is acceptable.,NK,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Rollo – ‘Product of Australia’ is NOT KOSHER- Product of Sth Africa ONLY is acceptable.,NK,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),White Melts – NOT KOSHER,NK,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Peppermint Club Chocolate,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Crunch Milk Chocolate (incl. Fun Pack),D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Cooking Chocolate,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Choc-Bits Milk,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Club Classic Roasted Almond Chocolate,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Club Classic Peppermint Cream,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),"NOT KOSHER – Aero Pepeprmint & Caramel, After 8 Mints, Coconut Rough,  Roasted Hazelnut Milk, Choc Melts, White Melts, Smarties , Kit Kat (only Kit Kat – ‘Product of Sth Africa’ is acceptable) .",D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Aero,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Choc-Bits Dark,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle (Aust),Club Classic Rich Dark Chocolate,D,NKA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle(S Africa),Rollo,D,J,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle(S Africa),Peppermint Crisp,D,J,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle(S Africa),Tex Bar,D,J,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle(S Africa),Chocolate Log – C ountdown,D,J,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Nestle(S Africa),Kit Kat – Product Of Sth Africa or UK Only.,D,J,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Sweet William(Aust),Not Nuts No-Nut-Bar,P,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Sweet William(Aust),Dairy Free White Delight,P,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Sweet William(Aust),Rice Crackle Chocolate,P,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Sweet William(Aust),Dairy Free Original,P,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Sweet William(Aust),Dairy Free Chocolate- no added sugar,P,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Sweet William(Aust),Chocolate Spread,P,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Sweet William(Aust),Cooking Choc Chips,P,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Sweet William(Aust),Chocolate Buttons,P,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Sweet William(Aust),Dairy-Free Chocolate Bars – Countdown & Huckleberry,P,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Toblerone (Switz),White,D,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Toblerone (Switz),Snowtop,D,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Toblerone (Switz),On & On,D,KA,,NO DATE,,Product
Confectionery,"Chocolates, Chocolate Bars & Blocks",Toblerone (Switz),Multibag,D,KA,,NO DATE,,Product
